Title = "Equation Residuals in Tecplot ASCII Format Generated by ASOP(R) Flow Solver 2.5 : v2.5.7"
 Variables = "No", "Res-Eqn_01", "Res-Eqn_02", "Res-Eqn_03", "Res-Eqn_04", "Res-Eqn_05", "Mass_In-01", "Mass_Ex-01", "PT_In-01", "PT_Ex-01", "TT_In-01", "TT_Ex-01",
      1230  0.199330E+00  0.621585E+00  0.209173E+01  0.000000E+00  0.254715E+00  0.340036E+02  0.345035E+02  0.142792E+06  0.926909E+05  0.286309E+03  0.274433E+03
      1240  0.203067E+00  0.612084E+00  0.210825E+01  0.000000E+00  0.257582E+00  0.340006E+02  0.339323E+02  0.142800E+06  0.926612E+05  0.286313E+03  0.274409E+03
      1250  0.206870E+00  0.603007E+00  0.214374E+01  0.000000E+00  0.260498E+00  0.339769E+02  0.333643E+02  0.142806E+06  0.926325E+05  0.286316E+03  0.274385E+03
      1260  0.210759E+00  0.594091E+00  0.220058E+01  0.000000E+00  0.263519E+00  0.339363E+02  0.328022E+02  0.142810E+06  0.926048E+05  0.286318E+03  0.274361E+03
      1270  0.214754E+00  0.585016E+00  0.226884E+01  0.000000E+00  0.266735E+00  0.338858E+02  0.322476E+02  0.142813E+06  0.925781E+05  0.286320E+03  0.274337E+03
      1280  0.218884E+00  0.575520E+00  0.233296E+01  0.000000E+00  0.270208E+00  0.338332E+02  0.317011E+02  0.142814E+06  0.925523E+05  0.286320E+03  0.274313E+03
      1290  0.223083E+00  0.565138E+00  0.238250E+01  0.000000E+00  0.273893E+00  0.337833E+02  0.311629E+02  0.142813E+06  0.925274E+05  0.286320E+03  0.274290E+03
      1300  0.226785E+00  0.552514E+00  0.242032E+01  0.000000E+00  0.276866E+00  0.337070E+02  0.306333E+02  0.142817E+06  0.925032E+05  0.286322E+03  0.274268E+03
      1310  0.231007E+00  0.539052E+00  0.245221E+01  0.000000E+00  0.280869E+00  0.336657E+02  0.301129E+02  0.142817E+06  0.924798E+05  0.286321E+03  0.274247E+03
      1320  0.235079E+00  0.522977E+00  0.247656E+01  0.000000E+00  0.284873E+00  0.336274E+02  0.296026E+02  0.142818E+06  0.924573E+05  0.286322E+03  0.274226E+03
      1330  0.239067E+00  0.504765E+00  0.249414E+01  0.000000E+00  0.289142E+00  0.336015E+02  0.291043E+02  0.142818E+06  0.924358E+05  0.286322E+03  0.274205E+03
      1340  0.242522E+00  0.485746E+00  0.250001E+01  0.000000E+00  0.293154E+00  0.335800E+02  0.286198E+02  0.142820E+06  0.924155E+05  0.286323E+03  0.274185E+03
      1350  0.244735E+00  0.469083E+00  0.249130E+01  0.000000E+00  0.295969E+00  0.335561E+02  0.281513E+02  0.142823E+06  0.923964E+05  0.286324E+03  0.274165E+03
      1360  0.245085E+00  0.458910E+00  0.246853E+01  0.000000E+00  0.296574E+00  0.335251E+02  0.277011E+02  0.142826E+06  0.923785E+05  0.286325E+03  0.274144E+03
      1370  0.243444E+00  0.457611E+00  0.243651E+01  0.000000E+00  0.294454E+00  0.334852E+02  0.272710E+02  0.142829E+06  0.923620E+05  0.286327E+03  0.274124E+03
      1380  0.240408E+00  0.464137E+00  0.240162E+01  0.000000E+00  0.290081E+00  0.334373E+02  0.268626E+02  0.142832E+06  0.923467E+05  0.286328E+03  0.274104E+03
